time_stamp,id,starting_point,destination_point,decision_id,charging_time,moving_time
2548,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2548,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2549,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2549,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2550,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2550,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2551,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2551,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2552,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2552,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2553,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2553,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2554,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2554,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2555,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2555,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2556,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2556,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2557,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2557,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2558,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2558,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2559,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2559,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2560,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2560,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2561,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2561,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2562,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2562,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2563,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2563,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2564,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2564,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2565,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2565,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2566,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2566,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2567,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2567,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2568,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2568,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2569,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2569,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2570,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2570,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2571,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2571,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2572,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2572,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2573,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2573,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2574,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2574,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2575,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2575,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2576,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2576,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2577,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2577,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2578,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2578,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2579,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2579,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2580,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2580,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2581,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2581,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2582,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2582,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2583,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2583,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2584,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2584,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2585,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2585,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2586,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2586,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2587,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2587,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2588,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2588,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2589,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2589,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2590,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2590,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2591,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2591,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2592,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2592,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2593,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2593,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2594,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2594,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2595,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2595,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2596,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2596,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2597,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2597,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2598,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2598,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2599,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2599,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2600,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2600,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2601,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2601,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2602,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2602,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2603,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2603,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2604,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2604,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2605,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2605,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2606,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2606,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2607,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2607,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2608,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2608,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2609,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2609,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2610,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2610,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2611,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2611,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2612,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2612,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2613,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2613,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2614,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2614,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2615,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2615,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2616,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2616,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2617,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2617,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2618,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2618,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2619,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2619,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2620,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2620,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2621,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2621,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2622,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2622,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2623,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2623,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2624,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2624,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2625,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2625,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2626,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2626,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2627,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2627,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2628,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2628,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2629,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2629,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2630,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2630,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2631,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2631,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2632,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2632,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2633,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2633,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2634,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2634,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2635,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2635,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2636,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2636,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2637,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2637,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2638,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2638,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2639,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2639,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2640,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2640,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2641,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2641,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2642,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2642,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2643,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2643,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2644,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2644,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2645,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2645,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2646,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2646,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2647,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2647,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2648,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2648,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2649,1,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
2649,2,"(433.93663961287706, 703.3390239373531)","(431, 709)",36,0.0,1.2754685758227056
