time_stamp,number_of_dead_nodes,number_of_monitored_target,lowest_node_energy,lowest_node_location,avg_energy,MC_0_status,MC_1_status,MC_2_status,MC_0_location,MC_1_location,MC_2_location
1301,0,600,4.279,"(428, 524)",0.00018266746133332884,deactivated,deactivated,deactivated,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
1401,0,600,3.834,"(428, 524)",0.00018401821510461648,moving,moving,moving,"(111.90448553504615, 147.31729741322513)","(111.90448553504615, 147.31729741322513)","(111.90448553504615, 147.31729741322513)"
1501,0,600,3.563,"(428, 524)",0.00018461159379084977,charging,charging,charging,"(395, 520)","(395, 520)","(395, 520)"
1601,0,600,4.277,"(491, 571)",0.00018279784880174328,charging,charging,deactivated,"(395, 520)","(395, 520)","(395, 520)"
1701,0,600,4.223,"(491, 571)",0.00018279784880174328,deactivated,charging,deactivated,"(395, 520)","(395, 520)","(395, 520)"
1801,0,600,4.018,"(491, 571)",0.00018279784880174328,deactivated,charging,deactivated,"(395, 520)","(395, 520)","(395, 520)"
1901,0,600,4.1,"(459, 640)",0.0001836210440026195,charging,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2001,0,600,4.222,"(459, 640)",0.0001836210440026195,charging,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2101,0,600,4.342,"(459, 640)",0.0001836210440026195,charging,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2201,0,600,4.472,"(459, 640)",0.0001836210440026195,charging,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2301,0,600,4.469,"(459, 640)",0.0001836210440026195,deactivated,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2401,0,600,4.427,"(459, 640)",0.0001836210440026195,deactivated,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2501,0,600,4.391,"(459, 640)",0.0001836210440026195,deactivated,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2601,0,600,4.357,"(459, 640)",0.0001836210440026195,deactivated,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2701,0,600,4.311,"(459, 640)",0.0001836210440026195,deactivated,charging,charging,"(518, 537)","(518, 537)","(518, 537)"
2801,0,600,4.116,"(459, 640)",0.0001836210440026195,deactivated,charging,deactivated,"(518, 537)","(518, 537)","(518, 537)"
2901,0,600,4.766,"(459, 640)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3001,0,600,6.72,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3101,0,600,6.764,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3201,0,600,6.807,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3301,0,600,6.847,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3401,0,600,6.884,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3501,0,600,6.929,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3601,0,600,6.972,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3701,0,600,7.014,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3801,0,600,7.057,"(490, 441)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
3901,0,600,7.059,"(643, 322)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
4001,0,600,7.022,"(643, 322)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
4101,0,600,6.985,"(643, 322)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
4201,0,600,6.946,"(643, 322)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
4301,0,600,6.913,"(643, 322)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
4401,0,600,6.878,"(643, 322)",0.00018318338642066574,charging,charging,charging,"(460, 631)","(518, 537)","(460, 631)"
4501,0,600,6.811,"(643, 322)",0.00018318338642066574,charging,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
4601,0,600,6.722,"(643, 322)",0.00018318338642066574,charging,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
4701,0,600,6.64,"(643, 322)",0.00018318338642066574,charging,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
4801,0,600,6.559,"(643, 322)",0.00018318338642066574,charging,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
4901,0,600,6.477,"(643, 322)",0.00018318338642066574,charging,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
5001,0,600,6.294,"(490, 441)",0.00018318338642066574,deactivated,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
5101,0,600,6.054,"(490, 441)",0.00018318338642066574,deactivated,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
5201,0,600,5.816,"(490, 441)",0.00018318338642066574,deactivated,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
5301,0,600,5.577,"(490, 441)",0.00018318338642066574,deactivated,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
5401,0,600,5.339,"(490, 441)",0.00018318338642066574,deactivated,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
5501,0,600,5.102,"(490, 441)",0.00018318338642066574,deactivated,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
5601,0,600,4.859,"(490, 441)",0.00018318338642066574,deactivated,deactivated,charging,"(460, 631)","(518, 537)","(460, 631)"
